PL.,   Lifters,BY,Team,Weight,WF,Lot,Squat1,Squat2,Squat3,Best Squat,Bench1,Bench2,Bench3,Best Bench,Dead1,Dead2,Dead3,Best Deadlift,Total Tom,TOTAL,W.pts.,Pts.,Year,Sex,Division,Sort
6,Hozjan Richard,1982,AUS,101.95,0.604,16,255,255,267.5,,200,205,210,,290,315,315,,0,762.5,460.55,5,2013,M,Classic,1076
2,Hristov Ivaylo,1979,BUL,118.31,0.5769,26,375,395,405,,292.5,300,305,,320,340,345,,0,1050,605.73,9,2012,M,Open,1300
1,Hristov Ivaylo,1979,BUL,118.85,0.5763,13,305,325,337.5,,212.5,225,230,,320,335,342.5,,0,905,521.51,12,2013,M,Classic,1091
1,Hristov Ivaylo,1979,BUL,119.26,0.5757,19,390,410,,,305,310,310,,330,347.5,352.5,,0,1062.5,611.68,12,2014,M,Open,533
2,Hristov Ivaylo,1979,BUL,119.93,0.575,8,325,342.5,352.5,,210,217.5,222.5,,330,345,362.5,,0,927.5 -c,533.31,9,2015,M,Classic,308
1,Hrynkevich-Sudnik Aliaksa,1976,BLR,73.65,0.7218,17,220,230,235,,155,160,165,,280,280,291,,0,686,495.12,12,2013,M,Classic,1031
1,Hrynkevich-Sudnik Aliaksa,1976,BLR,73.55,0.7225,11,227.5,235,240,,155,162.5,165,,282.5,287.5,292.5,,0,687.5,496.68,12,2014,M,Classic,668
1,Hrynkevich-Sudnik Aliaksa,1976,BLR,73.57,0.7223,13,235,242.5,247.5,,160,165,167.5,,280,290,297.5,,0,712.5 -w,514.64,12,2015,M,Classic,238
5,Hsieh Tsung-Ting,1982,TPE,64.88,0.7964,13,200,220,240,,195,205,210,,240,250,255,,0,705,561.47,6,2012,M,Open,1207
3,Hsieh Tsung-Ting,1982,TPE,62.5,0.8223,17,265,265,275,,195,202.5,205,,270,280,285,,0,765,629.06,8,2013,M,Open,827
2,Hsieh Tsung-Ting,1982,TPE,63.4,0.8122,16,200,210,215,,155,160,165,,250,260,265,,0,640,519.81,9,2014,M,Classic,658
3,Hsieh Tsung-Ting,1982,TPE,63.1,0.8155,21,255,265,272.5,,190,200,210,,255,267.5,275,,0,732.5,597.35,8,2014,M,Open,454
2,Hsieh Tsung-Ting,1982,TPE,63.27,0.8136,10,205,215,222.5,,150,160,162.5,,250,257.5,265,,0,650,528.84,9,2015,M,Classic,228
3,Hsieh Tsung-Ting,1982,TPE,64.64,0.7989,10,250,265,270,,195,202.5,207.5,,260,275,282.5,,0,752.5,601.17,8,2015,M,Open,14
3,Huang Lung-Hsin,1981,TPE,73.91,0.7199,12,275,285,290,,200,210,210,,295,305,307.5,,0,800,575.94,8,2012,M,Open,1219
2,Huang Lung-Hsin,1981,TPE,73.55,0.7225,4,200,215,220,,155,165,170,,265,265,280,,0,670,484.04,9,2013,M,Classic,1032
3,Huang Lung-Hsin,1981,TPE,73.63,0.7219,5,275,275,285,,205,215,220,,285,302.5,312.5,,0,812.5,586.54,8,2013,M,Open,838
—,Huang Lung-Hsin,1981,TPE,73.96,0.7193,16,275,285,290,,210,217.5,220,,290,290,,,0,DSQ,—,—,2014,M,Open,474
5,Huang Lung-Hsin,1981,TPE,73.62,0.722,17,210,225,225,,130,140,150,,275,292.5,300,,0,675,487.35,6,2015,M,Classic,242
10,Huber Alexander,1990,AUT,89.7,0.6395,12,325,337.5,345,,232.5,232.5,240,,280,295,302.5,,0,887.5,567.56,1,2014,M,Open,502
11,Hubinger Corne,1981,RSA,91.85,0.632,7,225,235,237.5,,130,140,145,,250,265,,,0,625,394.97,1,2014,M,Classic,707
—,Hussein Tarek,1980,EGY,90.34,0.6372,16,280,280,280,,200,200,210,,250,260,,,0,Out,—,—,2013,M,Open,879
9,Iimura Takahiro,1990,JPN,58.92,0.8672,15,230,240,240,,130,145,145,,210,230,240,,0,590,511.67,2,2012,M,Open,1200
1,Inzarkin Dmitry,1987,RUS,91.7,0.6325,5,355,365,372.5,,270,280,287.5,,320,330,340,,0,1000.0 -w,632.5,12,2014,M,Open,493
2,Inzarkin Dmitry,1987,RUS,92.06,0.6313,6,350,370,380,,277.5,287.5,292.5,,322.5,335,350,,0,1017.5,642.35,9,2015,M,Open,56
4,Ionin Yakov,1986,KAZ,72.7,0.7285,11,235,245,250,,160,165,167.5,,255,262.5,277.5,,0,680,495.38,7,2015,M,Classic,241
5,Isagawa Hiroyuki,1953,JPN,58.55,0.8724,1,210,210,220,,165,165,172.5,,200,210,215,,0,585.0/w3/,510.35,6,2013,M,Open,821
11,Ismoilov Gayrat,1987,UZB,73.3,0.7242,4,210,217.5,217.5,,150,157.5,160,,252.5,270,270,,0,620,449,1,2014,M,Classic,678
—,Ivanets Andrei,1984,BLR,104.45,0.5987,6,282.5,295,295,,,,,,,,,,0,Out,—,—,2013,M,Classic,1088
—,Jaeger Kevin,1995,GER,118.58,0.5765,11,347.5,360,365,,334,334,334,,270,300,300,,0,DSQ,—,—,2015,M,Open,108
11,Jaimes Luis,1989,USA,104.66,0.5983,16,330,340,340,,265,275,295,,250,265,280,,0,875,523.49,1,2012,M,Open,1288
12,Jaimes Luis,1989,USA,92.49,0.6298,6,300,305,305,,235,240,245,,265,275,280,,0,830,522.73,1,2013,M,Open,874
6,Jakimiuk Piotr,1987,POL,73.6,0.7221,9,225,232.5,237.5,,155,160,162.5,,245,255,260,,0,642.5,463.95,5,2013,M,Classic,1036
15,Jame David,1981,AUS,104.1,0.5994,9,320,320,332.5,,175,180,180,,280,300,315,,0,810,485.51,1,2012,M,Open,1292
11,Jame David,1981,AUS,104.65,0.5983,6,250,262.5,267.5,,135,142.5,145,,280,300,305,,0,715,427.78,1,2014,M,Classic,720
8,Jamieson Stuart,1989,GBR,57.75,0.8838,8,140,155,162.5,,75,80,85,,215,225,235,,0,460,406.53,3,2014,M,Classic,655
10,Jamwal Rohit,1990,IND,64.5,0.8004,15,90,100,110,,80,105,,,100,130,,,0,335,268.13,1,2015,M,Open,21
—,Jandorek Andreas,1985,AUT,92.75,0.629,17,315,320,332.5,,235,237.5,240,,285,307.5,307.5,,0,Out,—,—,2012,M,Open,1271
11,Jandorek Andreas,1985,AUT,92.58,0.6295,1,307.5,322.5,322.5,,225,237.5,245,,275,292.5,302.5,,0,862.5,542.94,1,2014,M,Open,503
14,Janzer Sean,1984,CAN,72.07,0.7332,9,195,205,210,,122.5,130,135,,240,250,250,,0,575,421.59,1,2015,M,Classic,251
8,Jensen Martin Faber,1982,DEN,91.15,0.6343,1,205,220,220,,170,180,180,,270,275,282.5,,0,665,421.84,3,2013,M,Classic,1063
7,Jhang You-Si,1994,TPE,82.35,0.6706,2,255,275,285,,155,170,180,,290,317.5,325,,0,780,523.07,4,2013,M,Open,858
8,Jhang You-Si,1994,TPE,82.78,0.6685,6,255,265,270,,165,165,170,,295,320,332.5,,0,772.5,516.42,3,2014,M,Open,483
10,Jhang You-Si,1994,TPE,82.1,0.6719,2,200,210,215,,165,175,180,,295,325,332.5,,0,722.5,485.45,1,2015,M,Open,50
11,Johnson Gregory,1990,USA,99.14,0.6107,15,340,340,357.5,,220,230,230,,335,350,350,,0,912.5,557.26,1,2015,M,Open,83
10,Jones Michael,1988,GBR,174.25,0.541,15,300,320,335,,205,217.5,225,,300,317.5,332.5,,0,892.5,482.84,1,2015,M,Classic,332
8,Jonsson Audunn,1972,ISL,138.83,0.5595,18,390,412.5,417.5,,262.5,272.5,275,,335,362.5,375,,0,1050.0/w1/,587.47,3,2012,M,Open,1323
—,Jonsson Audunn,1972,ISL,143.4,0.5568,7,395,395,415,,285,285,285,,335,365,365,,0,Out,—,—,2013,M,Open,929
11,Jonsson Audunn,1972,ISL,119.82,0.5751,14,345,365,365,,260,270,270,,300,337.5,350,,0,962.5,553.53,1,2014,M,Open,543
6,Joseph Midhun,1986,IND,58.46,0.8736,5,240,250,257.5,,140,145,145,,240,242.5,257.5,,0,630,550.37,5,2015,M,Open,7
9,Joskowski Jan,1991,POL,104.2,0.5992,17,340,340,340,,230,230,230,,330,345,350,,0,915,548.27,2,2015,M,Open,81
7,Jovicevic Andrew,1966,AUS,82.55,0.6697,21,180,195,200,,165,172.5,172.5,,240,250,260,,0,617.5,413.51,4,2013,M,Classic,1050
9,Jovicevic Andrew,1966,AUS,82.4,0.6704,27,195,205,210,,160,170,170,,245,255,260,,0,625,419,2,2014,M,Classic,691
8,Juzups Maris,1988,LAT,104.45,0.5987,8,250,262.5,265,,190,200,207.5,,270,282.5,292.5,,0,755,452.02,3,2013,M,Classic,1078
8,Juzups Maris,1988,LAT,118.26,0.5769,7,280,292.5,302.5,,220,227.5,235.5,,275,285,292.5,,0,815,470.17,3,2015,M,Classic,314
8,Kaafarani Hussein,1982,LIB,131.5,0.5644,25,250,252.5,270,,215,222.5,230,,235,250,265,,0,757.5,427.53,3,2013,M,Classic,1116
—,Kaanane Mourad,1988,ALG,91.89,0.6318,7,270,280,290,,150,155,160,,290,305,305,,0,DSQ,—,—,2015,M,Classic,289
12,Kabisch Sascha,1988,GER,119.05,0.576,5,290,307.5,315,,235,247.5,247.5,,290,307.5,315,,0,852.5,491.04,1,2013,M,Open,906
9,Kailey Pardeep,1983,NED,73.88,0.7201,10,257.5,267.5,272.5,,170,177.5,177.5,,262.5,272.5,277.5,,0,727.5,523.87,2,2013,M,Open,844
12,Kailey Pardeep,1983,NED,73.88,0.7201,10,260,270,275,,172.5,172.5,172.5,,270,275,280,,0,717.5,516.67,1,2015,M,Open,34
15,Kang Alexander,1984,USA,66.52,0.7802,8,215,222.5,235,,120,125,132.5,,230,237.5,242.5,,0,597.5,466.17,1,2013,M,Open,850
8,Kang Alexander,1984,USA,64.89,0.7963,13,225,235,242.5,,135,135,140,,230,250,255,,0,632.5,503.66,3,2015,M,Open,19
—,Kangasvieri Jussi,1987,FIN,104.48,0.5986,7,320,320,320,,200,210,217.5,,300,310,320,,0,DSQ,—,—,2014,M,Open,531
7,Kapyshev Aman,1987,KAZ,73.25,0.7246,22,230,240,245,,155,162.5,165,,230,230,245,,0,640,463.71,4,2013,M,Classic,1037
10,Kapyshev Aman,1987,KAZ,73.88,0.7201,4,235,245,252.5,,145,152.5,160,,240,245,245,,0,652.5,469.87,1,2015,M,Classic,247
3,Karpov Valeriy,1984,UKR,118.92,0.5762,28,380,395,405,,280,287.5,295,,320,332.5,352.5,,0,1032.5,594.9,8,2012,M,Open,1301
9,Kasparek Gernot,1975,AUT,119.38,0.5756,6,315,330,340,,275,287.5,300,,270,285,290,,0,915,526.67,2,2015,M,Open,104
10,Khardin Konstantin,1968,UZB,84.5,0.6606,2,180,,,,125,,,,275,290,,,0,580,383.15,1,2013,M,Classic,1065
16,Khardin Konstantin,1968,UZB,87.4,0.6483,1,215,240,265,,170,182.5,185,,245,275,290,,0,737.5,478.12,1,2013,M,Open,878
10,Khuder Enkhbold,1985,MGL,101.36,0.6054,3,310,320,322.5,,250,262.5,272.5,,240,255,270,,0,825,499.46,1,2013,M,Open,891
—,Khuder Enkhbold,1985,MGL,97.41,0.6152,23,200,,,,280,280,290,,,,,,0,DSQ,—,—,2015,M,Open,93
—,Kim Alexandr,1985,KAZ,133.95,0.5627,20,315,325,335,,200,210,215,,355,355,370,,0,DD,—,—,2013,M,Classic,1118
7,Kim Guoguang Derrick,1983,SIN,73.22,0.7248,1,225,237.5,242.5,,135,140,140,,275,295,302.5,,0,672.5,487.43,4,2015,M,Classic,244
4,Kirisome Oliva,1985,SAM,163.95,0.5462,24,335,345,352.5,,195,202.5,207.5,,317.5,325,332.5,,0,885,483.39,7,2013,M,Classic,1112
2,Kirisome Oliva,1985,SAM,160.85,0.5478,8,325,345,357.5,,215,220,222.5,,320,337.5,340,,0,917.5,502.61,9,2014,M,Classic,736
9,Kirketeig Alexander,1979,NOR,92.65,0.6293,1,320,330,330,,250,255,260,,280,292.5,292.5,,0,865,544.35,2,2015,M,Open,63
—,Kobayakawa Wataru,1975,JPN,82.42,0.6704,13,295,305,305,,202.5,202.5,202.5,,270,280,290,,0,DSQ,—,—,2014,M,Open,488
5,Kobayakawa Wataru,1975,JPN,82.2,0.6714,8,302.5,315,322.5,,207.5,217.5,217.5,,280,290,295,,0,820,550.55,6,2015,M,Open,45
8,Koch Kevin,1979,GER,160.8,0.5478,2,345,360,370,,325,340,352.5,,280,290,297.5,,0,1012.5,554.65,3,2015,M,Open,120
16,Kocharyan Levon,1985,ARM,73.63,0.7219,8,165,165,175,,155,160,160,,165,175,185,,0,515,371.78,1,2015,M,Classic,253
2,Kolbin Alexander,1987,RUS,58.62,0.8714,4,200,210,215,,135,142.5,145,,240,250,255,,0,602.5,525.02,9,2015,M,Classic,220
9,Kondraschow Jewgenij,1983,GER,144.65,0.5562,16,345,365,375,,245,250,265,,305,320,345,,0,985,547.8,2,2012,M,Open,1324
17,Kondraschow Jewgenij,1983,GER,142.9,0.5571,10,345,365,365,,125,,,,315,335,365,,0,805,448.47,1,2013,M,Open,928
6,Kondraschow Jewgenij,1983,GER,140.26,0.5586,2,350,365,365,,247.5,257.5,267.5,,315,332.5,337.5,,0,950,530.67,5,2014,M,Open,559
9,Kondraschow Jewgenij,1983,GER,143.3,0.5569,11,355,362.5,375,,265,275,277.5,,315,340,350,,0,980,545.76,2,2015,M,Open,121
11,Kono Ryoji,1981,JPN,82.3,0.6709,20,197.5,207.5,212.5,,140,150,155,,235,245,257.5,,0,602.5,404.22,1,2014,M,Classic,693
2,Konovalov Andrey,1986,RUS,162.45,0.547,1,440,455,460,,325,335,340,,335,345,355,,0,1145.0/w/,626.25,9,2012,M,Open,1317
1,Konovalov Andrey,1986,RUS,162,0.5472,17,455,467.5,467.5,,342.5,355,355,,345,355,365,,0,1187.5/w/,649.8,12,2013,M,Open,912
1,Konovalov Andrey,1986,RUS,160.95,0.5477,5,457.5,457.5,470,,357.5,365,365,,335,350,367.5,,0,1177.5,644.92,12,2015,M,Open,113
10,Korshunov Pavel,1989,UZB,82.7,0.6689,11,190,205,215,,130,137.5,142.5,,250,265,265,,0,597.5,399.67,1,2013,M,Classic,1053
4,Kostenko Andrey,1988,RUS,65.15,0.7937,3,215,225,225,,130,135,135,,237.5,242.5,245,,0,597.5,474.24,7,2013,M,Classic,1026
4,Kovalchuk Artem,1982,RUS,137.15,0.5605,7,325,342.5,347.5,,190,197.5,202.5,,320,337.5,342.5,,0,882.5,494.69,7,2014,M,Classic,738
6,Kovalchuk Artem,1982,RUS,142.29,0.5575,3,340,357.5,365,,195,202.5,205,,330,350,362.5,,0,932.5,519.87,5,2015,M,Classic,328
—,Kraav Elar,1987,EST,114.57,0.5816,12,,,,,,,,,,,,,0,Out,—,—,2013,M,Open,910
11,Krejca Zbynek,1974,CZE,118.86,0.5762,33,330,340,340,,275,285,285,,285,295,295,,0,900,518.61,1,2012,M,Open,1309
7,Krejca Zbynek,1974,CZE,119.33,0.5757,7,315,330,330,,290,297.5,297.5,,270,280,287.5,,0,907.5,522.45,4,2013,M,Open,901
9,Kristensen Mathias,1985,DEN,119.66,0.5753,8,330,340,345,,237.5,245,250,,300,315,322.5,,0,905,520.65,2,2013,M,Open,903
14,Kristiansen Mathias,1985,DEN,119.64,0.5754,5,340,352.5,362.5,,245,252.5,257.5,,295,302.5,302.5,,0,915,526.49,1,2014,M,Open,546
2,Kruze Martins,1988,LAT,142.95,0.5571,22,320,335,345,,200,210,215,,300,315,332.5,,0,892.5,497.21,9,2013,M,Classic,1110
3,Kruze Martins,1988,LAT,152.9,0.5518,3,345,360,370,,205,212.5,217.5,,315,327.5,327.5,,0,915,504.9,8,2014,M,Classic,737
5,Kruze Martins,1988,LAT,156.15,0.5502,17,367.5,380,390,,215,222.5,227.5,,320,332.5,337.5,,0,950.0 -c,522.69,6,2015,M,Classic,327
7,Kuan Yi-Hsin,1982,TPE,72.39,0.7308,6,265,275,275,,165,170,,,295,302.5,305,,0,735,537.12,4,2012,M,Open,1223
10,Kuan Yi-Hsin,1982,TPE,79.6,0.6849,16,250,260,,,170,175,180,,290,310,310,,0,750,513.67,1,2014,M,Open,485
12,Kubo Kyohei,1987,JPN,92.72,0.6291,11,330,345,355,,190,205,215,,220,235,257.5,,0,805,506.44,1,2012,M,Open,1267
10,Kubo Kyohei,1987,JPN,93,0.6282,14,330,340,357.5,,260,270,275,,235,245,252.5,,0,862.5,541.82,1,2015,M,Open,64
3,Kudryavcev Alexey,1988,RUS,119.75,0.5752,1,315,327.5,335,,215,222.5,227.5,,325,337.5,352.5,,0,887.5,510.49,8,2013,M,Classic,1093
3,Kudryavcev Alexey,1988,RUS,118.55,0.5766,11,305,317.5,322.5,,210,217.5,220,,300,320,345,,0,887.5,511.69,8,2014,M,Classic,726
2,Kupperstein Eric,1966,USA,58.75,0.8696,8,175,187.5,192.5,,92.5,97.5,100,,230,247.5,247.5,,0,522.5,454.37,9,2013,M,Classic,1019
7,Kupperstein Eric,1966,USA,58.55,0.8724,3,172.5,172.5,172.5,,70,75,80,,225,235,252.5,,0,482.5,420.93,4,2014,M,Classic,654
5,Kuramshin Alexandr,1986,KAZ,65.66,0.7885,16,215,222.5,225,,135,142.5,145,,240,252.5,252.5,,0,610,480.99,6,2015,M,Classic,231
9,Kuusnomm Aimar,1990,EST,79.95,0.683,5,220,230,235,,165,172.5,172.5,,260,270,,,0,655,447.37,2,2015,M,Classic,264
—,Kuvambayev Zalim,1986,KAZ,104.65,0.5983,1,290,300,310,,205,212.5,215,,315,325,332.5,,0,DD,—,—,2013,M,Classic,1089
4,Kuvambayev Zalim,1986,KAZ,103.65,0.6003,16,380,380,380,,260,270,277.5,,310,325,347.5,,0,982.5,589.79,7,2015,M,Open,76
1,Kuzmin Alexey,1982,RUS,81.85,0.6732,24,260,265,270,,175,180,182.5,,290,300,312.5,,0,760.0/w/,511.59,12,2013,M,Classic,1044
2,Kuzmin Alexey,1982,RUS,82.3,0.6709,17,267.5,275,275,,177.5,182.5,187.5,,290,305,320,,0,755,506.53,9,2014,M,Classic,684
—,Kuzmin Alexey,1982,RUS,82.04,0.6722,1,267.5,267.5,267.5,,175,177.5,,,285,302.5,307.5,,0,DSQ,—,—,2015,M,Classic,270
4,La Rosa Lenin,1985,VEN,65.94,0.7858,23,260,272.5,280,,177.5,177.5,182.5,,260,272.5,277.5,,0,732.5,575.59,7,2012,M,Open,1206
13,Laboy Isaac,1989,PUR,73.68,0.7215,3,180,190,195,,122.5,130,130,,215,232.5,242.5,,0,545,393.23,1,2012,M,Open,1229
—,Lakehal Mohamed,1982,ALG,58.25,0.8766,5,185,200,207.5,,105,112.5,112.5,,205,210,210,,0,Out,—,—,2013,M,Classic,1021
5,Lakehal Mohamed,1982,ALG,58.5,0.8731,1,195,210,215,,105,110,112.5,,200,215,220,,0,535,467.11,6,2014,M,Classic,652
—,Lakehal Mohamed,1982,ALG,58.85,0.8682,1,210,220,222.5,,110,117.5,117.5,,225,235,237.5,,0,DSQ,—,—,2015,M,Classic,225
8,Lange Martin,1987,GER,104.34,0.599,8,325,347.5,360,,215,222.5,230,,285,300,317.5,,0,895,536.11,3,2014,M,Open,520
10,Lange Martin,1987,GER,104.23,0.5991,22,335,350,357.5,,235,245,252.5,,285,305,312.5,,0,915,548.18,1,2015,M,Open,82
12,Laybolt Brody,1988,CAN,118.66,0.5765,10,257.5,270,275,,185,195,200,,302.5,322.5,322.5,,0,787.5,453.99,1,2015,M,Classic,318
2,Lebedko Konstantin,1981,RUS,104.74,0.5981,7,385,400,400,,280,290,295,,345,345,352.5,,0,1047.5/w/,626.53,9,2012,M,Open,1279
2,Lebedko Konstantin,1981,RUS,103.62,0.6004,1,375,390,405,,275,285,295,,335,347.5,362.5,,0,1037.5,622.92,9,2013,M,Open,883
3,Lebedko Konstantin,1981,RUS,104.14,0.5994,9,380,380,395,,275,282.5,290,,330,342.5,347.5,,0,1032.5,618.88,8,2014,M,Open,515
12,Leberwurst Franz,1969,AUT,113.45,0.5832,36,345,360,360,,210,230,230,,295,310,317.5,,0,865,504.46,1,2012,M,Open,1310
15,Leider Denis,1989,LUX,89.17,0.6414,16,220,232.5,240,,140,150,155,,260,270,280,,0,667.5,428.13,1,2015,M,Open,69
4,Leon Franklin,1983,ECU,58.8,0.8689,7,240,252.5,260,,160,167.5,170,,215,227.5,230,,0,655,569.12,7,2012,M,Open,1195
3,Leon Franklin,1983,ECU,58.45,0.8738,2,180,192.5,200,,130,140,145,,210,220,235,,0,560,489.33,8,2014,M,Classic,650
2,Leon Franklin,1983,ECU,58.32,0.8759,8,260,270,275,,165,172.5,177.5,,225,237.5,245,,0,680,595.61,9,2014,M,Open,441
2,Leon Franklin,1983,ECU,58.6,0.8717,4,255,265,272.5,,162.5,170,175,,225,235,240,,0,682.5,594.93,9,2015,M,Open,3
2,Lihanov Dmitry,1979,RUS,103.35,0.601,12,285,300,310,,195,205,212.5,,295,315,330,,0,837.5,503.34,9,2013,M,Classic,1072
2,Lihanov Dmitry,1979,RUS,103.1,0.6015,3,295,310,317.5,,205,215,221,,305,310,315,,0,853.5,513.38,9,2014,M,Classic,711
5,Lima Eudson,1985,BRA,64.93,0.7959,11,250,262.5,267.5,,155,160,170,,260,270,277.5,,0,687.5,547.18,6,2013,M,Open,829
3,Lima Eudson,1985,BRA,58.6,0.8717,3,240,250,250,,145,152.5,162.5,,245,255,255,,0,667.5,581.86,8,2014,M,Open,442
8,Lin Ming-Hui,1983,TPE,64.88,0.7964,21,230,230,245,,195,200,200,,200,210,220,,0,660,525.63,3,2012,M,Open,1210
5,Lin Ming-Hui,1983,TPE,72.5,0.73,5,215,230,237.5,,130,140,145,,210,240,262.5,,0,645,470.85,6,2013,M,Classic,1035
8,Lin Ming-Hui,1983,TPE,72.5,0.73,6,232.5,242.5,250,,135,142.5,150,,245,,,,0,637.5,465.38,3,2014,M,Classic,675
13,Lin Ming-Hui,1983,TPE,72.18,0.7324,14,210,242.5,242.5,,130,140,150,,210,220,230,,0,590,432.12,1,2015,M,Classic,250
4,Lin Yi-Chun,1994,TPE,58.5,0.8731,4,230,240,245,,130,145,150,,235,250,255,,0,650,567.51,7,2014,M,Open,443
4,Lin Yi-Chun,1994,TPE,58.29,0.876,1,230,242.5,242.5,,135,145,150,,235,250,257.5,,0,650,569.4,7,2015,M,Open,5
6,Lited Etienne,1979,FRA,58.8,0.8689,18,240,240,250,,145,145,145,,235,247.5,252.5,,0,632.5,549.57,5,2012,M,Open,1197
4,Lited Etienne,1979,FRA,58.48,0.8734,7,195,202.5,202.5,,135,140,140,,225,235,240,,0,565,493.47,7,2015,M,Classic,222
—,Lkhagvajav Enkhtur,1981,MGL,73.76,0.721,17,170,190,,,205,212.5,217.5,,190,215,225,,0,DSQ,—,—,2015,M,Open,39
15,Lkhamjav Ganbaatar,1990,MGL,72.8,0.7278,6,200,230,,,205,212.5,215,,230,245,,,0,665,483.99,1,2015,M,Open,37
13,Loosen Gregor,1986,GER,104.25,0.5991,9,225,235,240,,155,165,170,,280,295,305,,0,695,416.37,1,2014,M,Classic,722
14,Lossen Gregor,1986,GER,104.75,0.5981,15,222.5,232.5,240,,155,160,162.5,,270,285,290,,0,685,409.7,1,2013,M,Classic,1084
13,Love Robert,1977,GBR,92.7,0.6292,13,300,317.5,325,,170,180,187.5,,270,280,287.5,,0,800,503.36,1,2012,M,Open,1268
13,Love Robert,1977,GBR,91.66,0.6326,13,300,315,322.5,,185,192.5,197.5,,270,290,300,,0,805,509.24,1,2015,M,Open,67
12,Lucas Helmke,1989,AUS,73.8,0.7207,14,205,215,220,,160,165,170,,240,250,250,,0,620,446.83,1,2014,M,Classic,679
8,Lupac David,1991,CZE,138.2,0.5599,3,400,420,425,,265,275,282.5,,300,315,322.5,,0,1030,576.7,3,2013,M,Open,919
—,Lupac David,1991,CZE,145.73,0.5556,8,435,435,435,,300,307.5,307.5,,335,350,360,,0,DSQ,—,—,2015,M,Open,128
5,Lutz Connor,1990,CAN,81.4,0.6754,25,225,242.5,250,,185,193.5,193.5,,245,260,275,,0,696,470.08,6,2014,M,Classic,687
14,Lutzuk Andrew,1986,CAN,91.11,0.6345,16,215,230,230,,142.5,150,155,,265,280,290,,0,675,428.29,1,2015,M,Classic,286
9,Luu Nghiep,1975,AUS,65.9,0.7862,9,170,180,187.5,,92.5,97.5,100,,255,273.5,273.5,,0,535,420.62,2,2014,M,Classic,665
15,Maatta Tomi,1982,FIN,104.55,0.5985,1,350,350,350,,235,240,240,,290,290,302.5,,0,875,523.69,1,2015,M,Open,87
10,Macdonald John,1983,CAN,104.96,0.5977,20,322.5,332.5,340,,225,230,230,,305,322.5,340,,0,887.5,530.44,1,2012,M,Open,1287
9,Macdonald John,1983,CAN,118.68,0.5764,9,365,370,387.5,,265,280,280,,295,307.5,315,,0,965,556.23,2,2014,M,Open,541
16,MacNeil Jean Derek,1971,CAN,101.75,0.6045,10,217.5,220,227.5,,150,157.5,162.5,,255,257.5,,,0,645,389.9,1,2013,M,Classic,1086
6,Mahon Andy,1976,NZL,102.5,0.6028,2,290,307.5,315,,155,165,170,,290,310,310,,0,775,467.17,5,2014,M,Classic,715
9,Makhov Oleksandr,1990,UKR,73.56,0.7224,5,220,230,237.5,,130,137.5,140,,260,280,290,,0,657.5,474.98,2,2015,M,Classic,246
7,Maleki Mojtaba,1983,IRI,156.85,0.5498,2,365,380,392.5,,210,215,220,,320,335,335,,0,927.5,509.94,4,2015,M,Classic,329
6,Mann Steve,1975,USA,119.74,0.5752,38,365,382.5,392.5,,272.5,287.5,287.5,,275,290,305,,0,985,566.59,5,2012,M,Open,1304
4,Mann Steve,1975,USA,119.55,0.5754,11,367.5,390,405,,280,295,300,,277.5,297.5,300,,0,985,566.77,7,2013,M,Open,898
2,Manuel Stephen,1988,GBR,92.95,0.6283,8,255,270,280,,170,180,187.5,,290,305,335,,0,772.5,485.4,9,2013,M,Classic,1057
3,Manuel Stephen,1988,GBR,92.1,0.6311,11,280,290,300,,185,192.5,,,200,280,302.5,,0,785,495.41,8,2014,M,Classic,699
3,Manuel Stephen,1988,GBR,103,0.6017,12,275,290,295,,190,197.5,200,,307.5,317.5,317.5,,0,802.5,482.86,8,2015,M,Classic,295
6,Marinenko Viktor,1987,UKR,118.85,0.5763,3,300,317.5,322.5,,190,205,,,310,325,340,,0,852.5,491.25,5,2013,M,Classic,1096
10,Martikainen Jari,1975,FIN,144.65,0.5561,16,365,375,375,,240,250,260,,320,340,355,,0,980,544.98,1,2015,M,Open,122
5,Martin Jared,1989,USA,118.75,0.5763,12,312.5,327.5,340,,177.5,187.5,190,,317.5,330,335,,0,852.5,491.3,6,2015,M,Classic,311
5,Martin Tomas,1987,GBR,92.8,0.6288,8,255,255,270,,162.5,170,172.5,,325,345,360,,0,772.5,485.75,6,2014,M,Classic,701
7,Marynenko Viktor,1987,UKR,118.96,0.5761,1,307.5,317.5,322.5,,192.5,202.5,202.5,,315,335,337.5,,0,825,475.28,4,2015,M,Classic,313
14,Masahito Kitsui,1978,HKG,92.53,0.6297,12,220,,,,270,270,280,,200,215,230,,0,705,443.94,1,2015,M,Open,68
3,Mashintcov Sergey,1987,RUS,92.82,0.6288,12,355,365,372.5,,240,247.5,252.5,,335,355,365,,0,955,600.5,8,2013,M,Open,865
6,Mashintcov Sergey,1987,RUS,92.72,0.6292,21,355,365,370,,240,250,260,,325,345,352.5,,0,950,597.74,5,2014,M,Open,498
—,Maslov Ilya,1989,KAZ,91.7,0.6325,18,310,310,310,,240,240,250,,270,280,280,,0,DSQ,—,—,2014,M,Open,510
8,Mastrolorenzo Antony,1982,FRA,72.76,0.7281,14,290,300,300,,185,192.5,197.5,,240,262.5,262.5,,0,722.5,526.03,3,2012,M,Open,1224
7,Mastrolorenzo Antony,1982,FRA,73.09,0.7257,16,275,287.5,295,,205,212.5,220,,245,255,262.5,,0,770,558.79,4,2015,M,Open,29
